Survived,PassengerId,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,person,Alone
1,592,1,52,1,0,36947,78.2667,D20,C,female,With Family
0,593,3,47,0,0,A/5 3902,7.25,,S,male,Alone
0,594,3,,0,2,364848,7.75,,Q,female,With Family
0,595,2,37,1,0,SC/AH 29037,26,,S,male,With Family
0,596,3,36,1,1,345773,24.15,,S,male,With Family
1,597,2,,0,0,248727,33,,S,female,Alone
0,598,3,49,0,0,LINE,0,,S,male,Alone
0,599,3,,0,0,2664,7.225,,C,male,Alone
1,600,1,49,1,0,PC 17485,56.9292,A20,C,male,With Family
1,601,2,24,2,1,243847,27,,S,female,With Family
0,602,3,,0,0,349214,7.8958,,S,male,Alone
0,603,1,,0,0,113796,42.4,,S,male,Alone
0,604,3,44,0,0,364511,8.05,,S,male,Alone
1,605,1,35,0,0,111426,26.55,,C,male,Alone
0,606,3,36,1,0,349910,15.55,,S,male,With Family
0,607,3,30,0,0,349246,7.8958,,S,male,Alone
1,608,1,27,0,0,113804,30.5,,S,male,Alone
1,609,2,22,1,2,SC/Paris 2123,41.5792,,C,female,With Family
1,610,1,40,0,0,PC 17582,153.4625,C125,S,female,Alone
0,611,3,39,1,5,347082,31.275,,S,female,With Family
0,612,3,,0,0,SOTON/O.Q. 3101305,7.05,,S,male,Alone
1,613,3,,1,0,367230,15.5,,Q,female,With Family
0,614,3,,0,0,370377,7.75,,Q,male,Alone
0,615,3,35,0,0,364512,8.05,,S,male,Alone
1,616,2,24,1,2,220845,65,,S,female,With Family
0,617,3,34,1,1,347080,14.4,,S,male,With Family
0,618,3,26,1,0,A/5. 3336,16.1,,S,female,With Family
1,619,2,4,2,1,230136,39,F4,S,child,With Family
0,620,2,26,0,0,31028,10.5,,S,male,Alone
0,621,3,27,1,0,2659,14.4542,,C,male,With Family
1,622,1,42,1,0,11753,52.5542,D19,S,male,With Family
1,623,3,20,1,1,2653,15.7417,,C,male,With Family
0,624,3,21,0,0,350029,7.8542,,S,male,Alone
0,625,3,21,0,0,54636,16.1,,S,male,Alone
0,626,1,61,0,0,36963,32.3208,D50,S,male,Alone
0,627,2,57,0,0,219533,12.35,,Q,male,Alone
1,628,1,21,0,0,13502,77.9583,D9,S,female,Alone
0,629,3,26,0,0,349224,7.8958,,S,male,Alone
0,630,3,,0,0,334912,7.7333,,Q,male,Alone
1,631,1,80,0,0,27042,30,A23,S,male,Alone
0,632,3,51,0,0,347743,7.0542,,S,male,Alone
1,633,1,32,0,0,13214,30.5,B50,C,male,Alone
0,634,1,,0,0,112052,0,,S,male,Alone
0,635,3,9,3,2,347088,27.9,,S,child,With Family
1,636,2,28,0,0,237668,13,,S,female,Alone
0,637,3,32,0,0,STON/O 2. 3101292,7.925,,S,male,Alone
0,638,2,31,1,1,C.A. 31921,26.25,,S,male,With Family
0,639,3,41,0,5,3101295,39.6875,,S,female,With Family
0,640,3,,1,0,376564,16.1,,S,male,With Family
0,641,3,20,0,0,350050,7.8542,,S,male,Alone
1,642,1,24,0,0,PC 17477,69.3,B35,C,female,Alone
0,643,3,2,3,2,347088,27.9,,S,child,With Family
1,644,3,,0,0,1601,56.4958,,S,male,Alone
1,645,3,0.75,2,1,2666,19.2583,,C,child,With Family
1,646,1,48,1,0,PC 17572,76.7292,D33,C,male,With Family
0,647,3,19,0,0,349231,7.8958,,S,male,Alone
1,648,1,56,0,0,13213,35.5,A26,C,male,Alone
0,649,3,,0,0,S.O./P.P. 751,7.55,,S,male,Alone
1,650,3,23,0,0,CA. 2314,7.55,,S,female,Alone
0,651,3,,0,0,349221,7.8958,,S,male,Alone
1,652,2,18,0,1,231919,23,,S,female,With Family
0,653,3,21,0,0,8475,8.4333,,S,male,Alone
1,654,3,,0,0,330919,7.8292,,Q,female,Alone
0,655,3,18,0,0,365226,6.75,,Q,female,Alone
0,656,2,24,2,0,S.O.C. 14879,73.5,,S,male,With Family
0,657,3,,0,0,349223,7.8958,,S,male,Alone
0,658,3,32,1,1,364849,15.5,,Q,female,With Family
0,659,2,23,0,0,29751,13,,S,male,Alone
0,660,1,58,0,2,35273,113.275,D48,C,male,With Family
1,661,1,50,2,0,PC 17611,133.65,,S,male,With Family
0,662,3,40,0,0,2623,7.225,,C,male,Alone
0,663,1,47,0,0,5727,25.5875,E58,S,male,Alone
0,664,3,36,0,0,349210,7.4958,,S,male,Alone
1,665,3,20,1,0,STON/O 2. 3101285,7.925,,S,male,With Family
0,666,2,32,2,0,S.O.C. 14879,73.5,,S,male,With Family
0,667,2,25,0,0,234686,13,,S,male,Alone
0,668,3,,0,0,312993,7.775,,S,male,Alone
0,669,3,43,0,0,A/5 3536,8.05,,S,male,Alone
1,670,1,,1,0,19996,52,C126,S,female,With Family
1,671,2,40,1,1,29750,39,,S,female,With Family
0,672,1,31,1,0,F.C. 12750,52,B71,S,male,With Family
0,673,2,70,0,0,C.A. 24580,10.5,,S,male,Alone
1,674,2,31,0,0,244270,13,,S,male,Alone
0,675,2,,0,0,239856,0,,S,male,Alone
0,676,3,18,0,0,349912,7.775,,S,male,Alone
0,677,3,24.5,0,0,342826,8.05,,S,male,Alone
1,678,3,18,0,0,4138,9.8417,,S,female,Alone
0,679,3,43,1,6,CA 2144,46.9,,S,female,With Family
1,680,1,36,0,1,PC 17755,512.3292,B51 B53 B55,C,male,With Family
0,681,3,,0,0,330935,8.1375,,Q,female,Alone
1,682,1,27,0,0,PC 17572,76.7292,D49,C,male,Alone
0,683,3,20,0,0,6563,9.225,,S,male,Alone
0,684,3,14,5,2,CA 2144,46.9,,S,child,With Family
0,685,2,60,1,1,29750,39,,S,male,With Family
0,686,2,25,1,2,SC/Paris 2123,41.5792,,C,male,With Family
0,687,3,14,4,1,3101295,39.6875,,S,child,With Family
0,688,3,19,0,0,349228,10.1708,,S,male,Alone
0,689,3,18,0,0,350036,7.7958,,S,male,Alone
1,690,1,15,0,1,24160,211.3375,B5,S,child,With Family
1,691,1,31,1,0,17474,57,B20,S,male,With Family
1,692,3,4,0,1,349256,13.4167,,C,child,With Family
1,693,3,,0,0,1601,56.4958,,S,male,Alone
0,694,3,25,0,0,2672,7.225,,C,male,Alone
0,695,1,60,0,0,113800,26.55,,S,male,Alone
0,696,2,52,0,0,248731,13.5,,S,male,Alone
0,697,3,44,0,0,363592,8.05,,S,male,Alone
1,698,3,,0,0,35852,7.7333,,Q,female,Alone
0,699,1,49,1,1,17421,110.8833,C68,C,male,With Family
0,700,3,42,0,0,348121,7.65,F G63,S,male,Alone
1,701,1,18,1,0,PC 17757,227.525,C62 C64,C,female,With Family
1,702,1,35,0,0,PC 17475,26.2875,E24,S,male,Alone
0,703,3,18,0,1,2691,14.4542,,C,female,With Family
0,704,3,25,0,0,36864,7.7417,,Q,male,Alone
0,705,3,26,1,0,350025,7.8542,,S,male,With Family
0,706,2,39,0,0,250655,26,,S,male,Alone
1,707,2,45,0,0,223596,13.5,,S,female,Alone
1,708,1,42,0,0,PC 17476,26.2875,E24,S,male,Alone
1,709,1,22,0,0,113781,151.55,,S,female,Alone
1,710,3,,1,1,2661,15.2458,,C,male,With Family
1,711,1,24,0,0,PC 17482,49.5042,C90,C,female,Alone
0,712,1,,0,0,113028,26.55,C124,S,male,Alone
1,713,1,48,1,0,19996,52,C126,S,male,With Family
0,714,3,29,0,0,7545,9.4833,,S,male,Alone
0,715,2,52,0,0,250647,13,,S,male,Alone
0,716,3,19,0,0,348124,7.65,F G73,S,male,Alone
1,717,1,38,0,0,PC 17757,227.525,C45,C,female,Alone
1,718,2,27,0,0,34218,10.5,E101,S,female,Alone
0,719,3,,0,0,36568,15.5,,Q,male,Alone
0,720,3,33,0,0,347062,7.775,,S,male,Alone
1,721,2,6,0,1,248727,33,,S,child,With Family
0,722,3,17,1,0,350048,7.0542,,S,male,With Family
0,723,2,34,0,0,12233,13,,S,male,Alone
0,724,2,50,0,0,250643,13,,S,male,Alone
1,725,1,27,1,0,113806,53.1,E8,S,male,With Family
0,726,3,20,0,0,315094,8.6625,,S,male,Alone
1,727,2,30,3,0,31027,21,,S,female,With Family
1,728,3,,0,0,36866,7.7375,,Q,female,Alone
0,729,2,25,1,0,236853,26,,S,male,With Family
0,730,3,25,1,0,STON/O2. 3101271,7.925,,S,female,With Family
1,731,1,29,0,0,24160,211.3375,B5,S,female,Alone
0,732,3,11,0,0,2699,18.7875,,C,child,Alone
0,733,2,,0,0,239855,0,,S,male,Alone
0,734,2,23,0,0,28425,13,,S,male,Alone
0,735,2,23,0,0,233639,13,,S,male,Alone
0,736,3,28.5,0,0,54636,16.1,,S,male,Alone
0,737,3,48,1,3,W./C. 6608,34.375,,S,female,With Family
1,738,1,35,0,0,PC 17755,512.3292,B101,C,male,Alone
0,739,3,,0,0,349201,7.8958,,S,male,Alone
0,740,3,,0,0,349218,7.8958,,S,male,Alone
1,741,1,,0,0,16988,30,D45,S,male,Alone
0,742,1,36,1,0,19877,78.85,C46,S,male,With Family
1,743,1,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,female,With Family
0,744,3,24,1,0,376566,16.1,,S,male,With Family
1,745,3,31,0,0,STON/O 2. 3101288,7.925,,S,male,Alone
0,746,1,70,1,1,WE/P 5735,71,B22,S,male,With Family
0,747,3,16,1,1,C.A. 2673,20.25,,S,male,With Family
1,748,2,30,0,0,250648,13,,S,female,Alone
0,749,1,19,1,0,113773,53.1,D30,S,male,With Family
0,750,3,31,0,0,335097,7.75,,Q,male,Alone
1,751,2,4,1,1,29103,23,,S,child,With Family
1,752,3,6,0,1,392096,12.475,E121,S,child,With Family
0,753,3,33,0,0,345780,9.5,,S,male,Alone
0,754,3,23,0,0,349204,7.8958,,S,male,Alone
1,755,2,48,1,2,220845,65,,S,female,With Family
1,756,2,0.67,1,1,250649,14.5,,S,child,With Family
0,757,3,28,0,0,350042,7.7958,,S,male,Alone
0,758,2,18,0,0,29108,11.5,,S,male,Alone
0,759,3,34,0,0,363294,8.05,,S,male,Alone
1,760,1,33,0,0,110152,86.5,B77,S,female,Alone
0,761,3,,0,0,358585,14.5,,S,male,Alone
0,762,3,41,0,0,SOTON/O2 3101272,7.125,,S,male,Alone
1,763,3,20,0,0,2663,7.2292,,C,male,Alone
1,764,1,36,1,2,113760,120,B96 B98,S,female,With Family
0,765,3,16,0,0,347074,7.775,,S,male,Alone
1,766,1,51,1,0,13502,77.9583,D11,S,female,With Family
0,767,1,,0,0,112379,39.6,,C,male,Alone
0,768,3,30.5,0,0,364850,7.75,,Q,female,Alone
0,769,3,,1,0,371110,24.15,,Q,male,With Family
0,770,3,32,0,0,8471,8.3625,,S,male,Alone
0,771,3,24,0,0,345781,9.5,,S,male,Alone
0,772,3,48,0,0,350047,7.8542,,S,male,Alone
0,773,2,57,0,0,S.O./P.P. 3,10.5,E77,S,female,Alone
0,774,3,,0,0,2674,7.225,,C,male,Alone
1,775,2,54,1,3,29105,23,,S,female,With Family
0,776,3,18,0,0,347078,7.75,,S,male,Alone
0,777,3,,0,0,383121,7.75,F38,Q,male,Alone
1,778,3,5,0,0,364516,12.475,,S,child,Alone
0,779,3,,0,0,36865,7.7375,,Q,male,Alone
1,780,1,43,0,1,24160,211.3375,B3,S,female,With Family
1,781,3,13,0,0,2687,7.2292,,C,child,Alone
1,782,1,17,1,0,17474,57,B20,S,female,With Family
0,783,1,29,0,0,113501,30,D6,S,male,Alone
0,784,3,,1,2,W./C. 6607,23.45,,S,male,With Family
0,785,3,25,0,0,SOTON/O.Q. 3101312,7.05,,S,male,Alone
0,786,3,25,0,0,374887,7.25,,S,male,Alone
1,787,3,18,0,0,3101265,7.4958,,S,female,Alone
0,788,3,8,4,1,382652,29.125,,Q,child,With Family
1,789,3,1,1,2,C.A. 2315,20.575,,S,child,With Family
0,790,1,46,0,0,PC 17593,79.2,B82 B84,C,male,Alone
0,791,3,,0,0,12460,7.75,,Q,male,Alone
0,792,2,16,0,0,239865,26,,S,male,Alone
0,793,3,,8,2,CA. 2343,69.55,,S,female,With Family
0,794,1,,0,0,PC 17600,30.6958,,C,male,Alone
0,795,3,25,0,0,349203,7.8958,,S,male,Alone
0,796,2,39,0,0,28213,13,,S,male,Alone
1,797,1,49,0,0,17465,25.9292,D17,S,female,Alone
1,798,3,31,0,0,349244,8.6833,,S,female,Alone
0,799,3,30,0,0,2685,7.2292,,C,male,Alone
0,800,3,30,1,1,345773,24.15,,S,female,With Family
0,801,2,34,0,0,250647,13,,S,male,Alone
1,802,2,31,1,1,C.A. 31921,26.25,,S,female,With Family
1,803,1,11,1,2,113760,120,B96 B98,S,child,With Family
1,804,3,0.42,0,1,2625,8.5167,,C,child,With Family
1,805,3,27,0,0,347089,6.975,,S,male,Alone
0,806,3,31,0,0,347063,7.775,,S,male,Alone
0,807,1,39,0,0,112050,0,A36,S,male,Alone
0,808,3,18,0,0,347087,7.775,,S,female,Alone
0,809,2,39,0,0,248723,13,,S,male,Alone
1,810,1,33,1,0,113806,53.1,E8,S,female,With Family
0,811,3,26,0,0,3474,7.8875,,S,male,Alone
0,812,3,39,0,0,A/4 48871,24.15,,S,male,Alone
0,813,2,35,0,0,28206,10.5,,S,male,Alone
0,814,3,6,4,2,347082,31.275,,S,child,With Family
0,815,3,30.5,0,0,364499,8.05,,S,male,Alone
0,816,1,,0,0,112058,0,B102,S,male,Alone
0,817,3,23,0,0,STON/O2. 3101290,7.925,,S,female,Alone
0,818,2,31,1,1,S.C./PARIS 2079,37.0042,,C,male,With Family
0,819,3,43,0,0,C 7075,6.45,,S,male,Alone
0,820,3,10,3,2,347088,27.9,,S,child,With Family
1,821,1,52,1,1,12749,93.5,B69,S,female,With Family
1,822,3,27,0,0,315098,8.6625,,S,male,Alone
0,823,1,38,0,0,19972,0,,S,male,Alone
1,824,3,27,0,1,392096,12.475,E121,S,female,With Family
0,825,3,2,4,1,3101295,39.6875,,S,child,With Family
0,826,3,,0,0,368323,6.95,,Q,male,Alone
0,827,3,,0,0,1601,56.4958,,S,male,Alone
1,828,2,1,0,2,S.C./PARIS 2079,37.0042,,C,child,With Family
1,829,3,,0,0,367228,7.75,,Q,male,Alone
1,830,1,62,0,0,113572,80,B28,,female,Alone
1,831,3,15,1,0,2659,14.4542,,C,child,With Family
1,832,2,0.83,1,1,29106,18.75,,S,child,With Family
0,833,3,,0,0,2671,7.2292,,C,male,Alone
0,834,3,23,0,0,347468,7.8542,,S,male,Alone
0,835,3,18,0,0,2223,8.3,,S,male,Alone
1,836,1,39,1,1,PC 17756,83.1583,E49,C,female,With Family
0,837,3,21,0,0,315097,8.6625,,S,male,Alone
0,838,3,,0,0,392092,8.05,,S,male,Alone
1,839,3,32,0,0,1601,56.4958,,S,male,Alone
1,840,1,,0,0,11774,29.7,C47,C,male,Alone
0,841,3,20,0,0,SOTON/O2 3101287,7.925,,S,male,Alone
0,842,2,16,0,0,S.O./P.P. 3,10.5,,S,male,Alone
1,843,1,30,0,0,113798,31,,C,female,Alone
0,844,3,34.5,0,0,2683,6.4375,,C,male,Alone
0,845,3,17,0,0,315090,8.6625,,S,male,Alone
0,846,3,42,0,0,C.A. 5547,7.55,,S,male,Alone
0,847,3,,8,2,CA. 2343,69.55,,S,male,With Family
0,848,3,35,0,0,349213,7.8958,,C,male,Alone
0,849,2,28,0,1,248727,33,,S,male,With Family
1,850,1,,1,0,17453,89.1042,C92,C,female,With Family
0,851,3,4,4,2,347082,31.275,,S,child,With Family
0,852,3,74,0,0,347060,7.775,,S,male,Alone
0,853,3,9,1,1,2678,15.2458,,C,child,With Family
1,854,1,16,0,1,PC 17592,39.4,D28,S,female,With Family
0,855,2,44,1,0,244252,26,,S,female,With Family
1,856,3,18,0,1,392091,9.35,,S,female,With Family
1,857,1,45,1,1,36928,164.8667,,S,female,With Family
1,858,1,51,0,0,113055,26.55,E17,S,male,Alone
1,859,3,24,0,3,2666,19.2583,,C,female,With Family
0,860,3,,0,0,2629,7.2292,,C,male,Alone
0,861,3,41,2,0,350026,14.1083,,S,male,With Family
0,862,2,21,1,0,28134,11.5,,S,male,With Family
1,863,1,48,0,0,17466,25.9292,D17,S,female,Alone
0,864,3,,8,2,CA. 2343,69.55,,S,female,With Family
0,865,2,24,0,0,233866,13,,S,male,Alone
1,866,2,42,0,0,236852,13,,S,female,Alone
1,867,2,27,1,0,SC/PARIS 2149,13.8583,,C,female,With Family
0,868,1,31,0,0,PC 17590,50.4958,A24,S,male,Alone
0,869,3,,0,0,345777,9.5,,S,male,Alone
1,870,3,4,1,1,347742,11.1333,,S,child,With Family
0,871,3,26,0,0,349248,7.8958,,S,male,Alone
1,872,1,47,1,1,11751,52.5542,D35,S,female,With Family
0,873,1,33,0,0,695,5,B51 B53 B55,S,male,Alone
0,874,3,47,0,0,345765,9,,S,male,Alone
1,875,2,28,1,0,P/PP 3381,24,,C,female,With Family
1,876,3,15,0,0,2667,7.225,,C,child,Alone
0,877,3,20,0,0,7534,9.8458,,S,male,Alone
0,878,3,19,0,0,349212,7.8958,,S,male,Alone
0,879,3,,0,0,349217,7.8958,,S,male,Alone
1,880,1,56,0,1,11767,83.1583,C50,C,female,With Family
1,881,2,25,0,1,230433,26,,S,female,With Family
0,882,3,33,0,0,349257,7.8958,,S,male,Alone
0,883,3,22,0,0,7552,10.5167,,S,female,Alone
0,884,2,28,0,0,C.A./SOTON 34068,10.5,,S,male,Alone
0,885,3,25,0,0,SOTON/OQ 392076,7.05,,S,male,Alone
0,886,3,39,0,5,382652,29.125,,Q,female,With Family
0,887,2,27,0,0,211536,13,,S,male,Alone
1,888,1,19,0,0,112053,30,B42,S,female,Alone
0,889,3,,1,2,W./C. 6607,23.45,,S,female,With Family
1,890,1,26,0,0,111369,30,C148,C,male,Alone
0,891,3,32,0,0,370376,7.75,,Q,male,Alone
